,text,rating,sentiment_label
629,"Sangat kecewa,.......
..........",1,0
509,Beli staples gak jual isinya... hanya sekali pake.... ckckck,1,0
1532,"barang tidak dikirim, tp cukup tanggungjawab lah. karna di kembalikan uang cash di selipkan kiriman yg lain",1,0
170,Tombol hapus tidak berfungsi...,1,0
1577,warna tdak sma dgn gambar....trima kasih,1,0
1619,"Respon cepat,tapi sayang casing bagian belakang ada yg pecah",1,0
595,"Katanya Garansi 30hari, tapi pas di mintavalamatnya utk retur di persulit",2,0
656,Terima kasih banyak ooo tapi barang gak ori,1,0
662,"Hp tidak bisa mengeluarkan suara dering, baterai drop.. jelekkk skali.. charger meledak",1,0
1776,mkc y ...........................,1,0
1172,Lumayan bagus walaupun masih agak telat pngiriman,2,0
1804,"Packing rapi, ditrima kondisi bagus, di charge ga ada indikator nyala, ditunggu beberapa hari ga ada tanda2 fungsi, entah dimana salahnya, ikhlasin aja, semoga penjual kasih feedback positive, bikin trauma beli barang elektronik online",1,0
473,"alhamdullilah,pesan tanggal 16,nyampe tanggal 21...lama ya",2,0
1160,"barang sudah sampai,,respon cpat lumayan gan",2,0
433,"Produk tidak pernah diterima, keterangan tokonya bahwa sudah dipickup menipu, toko tidak komunikatif dengan customernya",1,0
400,"Masuk tp tidak mengisi.. alias tampilannya aja yg mengisi, batrei ttp ga nambah..",1,0
906,"Official Brand Bata menjual barang reject tanpa keterangan, sangat mengecawakan..",2,0
583,"barang sesuai,, tapi pengiriman masalah  mustinya gran cepet jadi nunda 3 hari",2,0
918,"Charger untuk headset warna putih terdapat benda asing yg menghalangi lubang, mengakibatkan carger tidak masuk kedalam input charger headset.",2,0
1379,Brg yg diterima tdk sesuai,1,0
1064,"Penjual gk ada respon, barang eror",1,0
998,Order 2pcs...yg satu mati total...ga bisa hidup...,1,0
1115,Batre hanya bertahan 20 mnit drop langsung pd saat menyetel mp3,1,0
1504,Hancur barang ini saat sy terima,1,0
1788,Jelek Tidak bagus 👎👎👎👎👎,1,0
206,"Kirim barang nya sdh rusak...
Dikomplain malah ga terima maki&amp;#34; dan menghina pembeli",1,0
1111,Ada 1 bagian yg tidak ada,1,0
255,Bahan sepatu kaku kalau di pakai bikin kaki lecet,2,0
1641,Respons penjual baik. Barang yg dikirim tidak sesuai spek yg ditawarkan. Agak kecewa.,2,0
1360,gak bisa ditutup.. ukuran gak pas..,1,0
1299,"Hasil staples tidak rapat pada bidang, mungkin dapat produk cacat..hadeeuh",1,0
432,"Barang kawe kawe ya. Barang kurang berfungsi, ga bisa baca memori, gak bisa bluethoot. Tadinya sy pikir asli. Ternyata bukan.",2,0
564,"paket diterima, ad sedikit cacat di bagian gagang disebabkn bungkus pecah. yg lain  gk ad masalah. terimakasih, mudh2an usaha makin laris dan lancar dan pelayanan semakin baiK",2,0
174,"kayaknya enggak ori, pengisian lambat tidak seperti orinya",2,0
431,Baru pake 3minggu ...dah rusak euyy,2,0
417,"Barang Sesuai dg Psn an, tp knapa kg da Dus nya hanya_cuma plastik.",2,0
600,Pengantaran cepat cuman barangnya udah tidak lengket bgain biru dan kuningnya,2,0
1713,Hati2 chargeran tidak berfungsi sama sekali,1,0
1194,Batre hp cepat habis alias boros,2,0
1207,Sangat kecewa dan menyesal,1,0
1659,paket sudah sanpai. tapi hancur..,2,0
138,barang sudah sampai dan langsung ditest. Button arah bawah tidak berfungsi. Padahal deskripsi ditest sebelum dikirim.,1,0
1475,pengiriman lambat .sabtu pagi transaksi selasa malem barunampai lemot,2,0
1493,"Respon sih cepat satu hari langsung,tapi pengiriman nya agak lama hampir 4 hari tapi baranh sesuai dengan harga.Seller kadang ga jawab pertanyaan.Tolong tingkatkan lagi.TAPI barang bagus lah sesuai harga meskipun ada yang terkelupas sedikit.☺",2,0
1233,"hdd sudah pernah dipakai kurang lebih 3 tahun, padahal di deskripsi ditulis baru.",1,0
652,"Pesan 2pcs tp dikirimnya satu, minta tlg dikirim kekurangan barang tp katanya gak bs, cm bisa di transfer balik uangnya.",2,0
343,"Barang sangat TIDAK SESUAI dengan deskripsi, penjual jg ga jelas lambat bgt pengiriman sm respon nya

Saran saya klo ga niat jualan barang ini mending jualan yg lain aja

Intinya saya kecewa berat, jgn beli barang ini",1,0
482,"Ternyata bahannya gk bs melar,,jd wlwpun bebas size tetap gk muat wlw udh ukuran terakhir...",2,0
822,Packing ke luar kota harusnya pake bubble wrap kak. Jadi gak penyok2 kotaknya.,2,0
106,"Tidak bisa digunakan, di charge 1x langsung gabisa dipake lagi.. Ditawarin sama toko pengembalian produk dan diganti yang baru dengan syarat ongkir ditanggung pembeli :(.. Saya minta refund pun, mereka minta barang rusaknya dikirim kembali, dan saya harus bayar ongkir.. Capede... Drpd jual brg ga berkualitas, mendingan evaluasi dulu deh biar pelanggan puas dengan kualitas produk anda",2,0
1346,tidak puas.........................,1,0
1686,"Batere drop, susah di charge krn mgkn bermasalah",2,0
1656,"cepet rusak analognya, jadi skrg pake yg normal lagi...kurang bagus",2,0
699,"menunggu lumayan melelahkan,............
..",2,0
1803,khusus yg ini yg dikirim kualitas barangnya jelek. ada beberapa tombol lepas dan g bisa dipasang lagi.,2,0
591,"Pengiriman lama... Tidak fast respond, promo gratis ongkir tidak berlaku...",1,0
1009,bluetooth nya tak terdeteksi susah kali,1,0
70,pesanan nyampenya lama,2,0
67,Sory ya gan gw kecewa 🙏,1,0
1624,susah nya gak jelas....dan yg 1 lg gak bisa ketemu bluetooth nya...,1,0
832,"barang ok, tp pelayanan kurang",2,0
1586,Pengiriman Lambat Pisan,1,0
1701,Deskripsi tertulis ready warna HITAM dan PUTIH. Tapi terlalu mistis hingga bisa muncul warna BIRU saat barang sampai ke tangan pembeli.,1,0
235,Dikirim barang ruksak wkwkwk,1,0
172,ngga mirip sama foto. cuma warna kuning polos semua. kecewa..,2,0
987,TS nya ga fungsi ........,1,0
1260,"Barang sesuai, tapi sayang rusak gak bisa dipakai",1,0
182,"packingan cmn buble 1 lapis , bahkan jamnya masih kelihatan dari luar, lain kali tolong diperhatikan packingannya",1,0
834,"Sangat kecewa, saya udah tanya&#34; readynya barang dari malam tgl 2, dan saya order subuh 04.55 tangl 3. bukannya dikirim pagi atau sore ditgl 3. malah di undur terus pengiriman dan selalu beralasan, saya BEBERAPA KALI MINTA CANCEL DAN SERIBU ALASAN JUGA.
saya kaya gini karena butuh cepan converter hdmi nya. dan 3 BARANG LAINNYA. terpaksa saya order ditoko kota saya. jd yg paket ini ngak kepake. percuma, karena presentasi saya senin td pagi.
saya order ditoko ini karena hitungan saya sabtu minggu sudah sampe jika dikirim tgl 3 sore. karena jnt minggu tetap buka.
DAN TAUnya DIKIRIM TGL 5 siang, dan baru sampe sekarang, buang buang uang. dan disruh cancel otomatis dan dicancel pun alasannya bayak.",1,0
1007,Salah satu Official store yg paling mengecewakan. Saya sudah membayar extra untuk JNE Yes dan diorder 4 hari sebelum liburan tapi saya harus menunggu 11 hari hingga sampai ke tangan saya. Barang yg dikirim pun tidak mulus dan seperti barang reject. Not recommended!,1,0
1808,Lem nya kurang rapih dan enteng banget,2,0
458,"terima kasih gan, barang udah nyampe dan kondisinya bagus... tapi lama sekali nunggunya gan",2,0
750,"trimakasih 1hr lgsug sampe,maf bru konfr",2,0
778,kualitas nya kurang bagus,1,0
9,"Barang sampah bukan nokia ini, kalo jualan yg bener km... hpnya suka suka mati2 sendiri...",1,0
116,"Barang rusak, stik retak dikirim",1,0
522,"Beda sama nokia 130 yg beli di counter hp, kwalitas beda jauh",1,0
962,Suckkkk..............................................,1,0
661,"Bukan original apple melainkan original spare part, mohon lain kali tidak terulang hal seperti ini",1,0
754,"sakit pake di kaki, lecet.",2,0
208,"Apa hanya saya saja ya yang merasa kalau hape ini terasa sangat ringkih,padahal setahu saya hape nokia iti build qualitynya sangat bagus,,,,,agak kecewa sih,tp semoga barangnya awet",2,0
670,Buat dewasa bukan anak kegedean,2,0
1181,Model bagus. Tp deskripsi specsnya salah smua. Saya lenganny kecil. Liat ini spek ny diameter 44mm jd saya beli. Trnyata 51mm kayak yg wrna kuning (pdhl saya naksir yg wrna kuning. Tp krn ini 44mm jd beli ini d. Lah trnyata sama aja ukurannya sama yg kuning). Jd bagong bgt kayak jam power ranger. Admin jg ga friendly. Ga mo ngaku salah,2,0
1733,"Barang Standar,sesuai dngan harga nya",2,0
903,Barang palsu nih.. saya coba hubungkan ternyata tidak terdetect sebagai USB 3.0. Sangat mengecewakan.,1,0
1580,"Barang tidak sesuai pesanan, barang tidak ori",1,0
57,beli disini karena ada softcasenya. diterima tidak ada softcasenya.,2,0
188,"Baru 3 hari mati, mau retur gak direspon..
Bukan nokia.",1,0
27,Barang yang dikirim tidak ada backlit sesuai di deskripsi,2,0
1684,"Pesanan di prosesnya lama padahal langsung konfirmasi warna minta warna hitam setelah checkout tp ngotot di tolak penjual tetep kirim random, dan ternyata barang yg dikirimkan barang rusak tidak bisa reset display setelah di corat coret pantes ngotot kirim random. Pesan senin gak di proses2 dan br sampai hari jumat dan cuma jd rongsokan. NOT RECOMMENDED SELLER",1,0
739,"paket sudah diterima,packing ala kadarnya",2,0
1636,"barang di kirim salah kirim warna sudah dikembalikan uang 50 rb , selanjutnya setelah di check barang ternyata itu yang dikirim Redmi Note 4 bukan Redmi Note 4X
harusnya CPU Helio X20 Deca Core 2.1GHz ternyata yang dikirim Qualcom Snapdragon 625 Octa Core Max 2.0 GHz
jadi ???? kadung deh mau di refund juga .... repoooooot",1,0
1592,Saya minta kembalikan dana kecewa bgt TDK sesuai digambar besar DTG kecil sekali,1,0
798,barang cacat..beli 2 semua spekernya mati sebelah..,2,0
253,Pengemasan enggak bagus kardusnya penyet semua,2,0
1337,"Dear Handphone Tiam, Ah awalnya Saya udah senang dan excited banget karena response cepat banget walaupun pengiriman agak lama, tapi packaging juga rapi banget dan pake bubble wrap, tapi Pas dicoba produk samasekali gak Nyala, Gue teken sampe berjam2 Gak Nyala juga, Gue charge Gak Nyala juga, awalnya Gue Masih Gak mau suudzon tapi ini cuma jadi sampah karena produk Gak bisa dipakai, Boro2 dipakai Wong hidup juga kagak. Lain Kali tolong make sure barangnya works ya , it&#39;s okay untungnya harga gak seberapa coba kalau sampe ratusan ribu dan buat pembeli kecewa ?. Asli Gue kecewa banget pas udah buka paket yg packagingnya super oke ini.",1,0
641,"Barang tidak bisa di pakai, gak ada merek, gak ada quality check slot usm female gak bisa buat dimasukin usb male 🙂 seller juga gak gentle karna sudah request cancel masih saja di kirim 🙂",1,0
64,"pengiriman lama pake banget,, pas dateng hp kyk kegores di layar,, speaker pecah, suara tlp kecil pdhal sdh maksimal di settingannya, colokan headset g bisa kepake.. g rekomended",1,0
118,Pesan nya Hitam datang nya Ungu...,2,0
1332,Fast respon cuma barang tdk sesuai foto ok makasi ya,2,0
589,"Barang nya gak cocok sama ASUS X45A, Mouse gerak-gerak sendiri dan tidak bisa di pakai.",2,0
1224,"Sangat mengecewakan. Sudah retur untuk perbaikan, kembali masih ada cacatnya pula. Untuk harga segini sangat tidak worth",1,0
497,cashing gak nempel batre drop.. apesss,2,0
412,Pengiriman cepat barang yang dibeli sesuai dengan unuran.....penjual meresponse dengan baik...tapi ada produk tidak bisa ditukar karena kekecilan,2,0
1806,Gamepad cuma satu doang yg bisa,1,0
180,"Proses pengiriman cepat. Proses penjualan kurang bagus. Jika buyer tidak catat size dan warna, mohon tanya buyer mau size apa. Jangan kirim size random dan semua pack motif dan warna sama semua. Tidak ada inisiatif sendiri sama sekali.",1,0
531,"Produk tidak sesuai, order prohex yg dikirim ini",2,0
1673,Produk tidak di kirim ga bisa kasih ulasan dong,1,0
1186,Pengirimannya terlalu lama.... No rekomen deh,1,0
550,"Gan, barangnya sudah sampai. Tpi, card readernya gak bisa di pke.",2,0
1589,terima kasih barang sudah sampai tujuan walaupun lama banget,1,0
424,"Jual barang KW, di keterangan ga di kasih keterangan barang KW.. Tau gitu ga jadi transfer deh.. Not recomended 👎",1,0
1124,"Jam tangan anak2 di jual.ukuran terlalu kecil.kecewa belanja disini.....jangan belanja disini,diskon tapi ga jelas ukurannya.",1,0
1322,Barang sih cukup bisa digunakan tapi kirim barang tidak sesuai seharusnya warna hitam,2,0
855,Barang yg dikirim tidak sesuai dengan yang dipesan..,1,0
1016,"parah nih gan udah 1 rusak,,Kotak yang diberikan tidak memuaskan , sudah rusak dan hancur lalu dipaksakan untuk menutup dengan solatip",1,0
1110,"Sebaiknya kalau mau ngirim barang...diperiksa dulu gan, kondisi  barangnya layak apa gak gitu loh.
(Isinya karatan semua)",1,0
728,Dus nya nya ancur dan ketika pengiruman kaya nya cuman asal kirim,2,0
1653,"Saya pesan nomer 40, yang dtg nomer 39. Jd kekecilan. Mentang2 beli di flash sale, dikasihnya gak sesuai. Kecewa. Bgt",1,0
1086,Warna beda sama yg dipesan,2,0
1466,Sudah memilih 3 pilihan warna.. tapi warna yg di pilih sama sekali tidak dinkirim,2,0
1209,"tdk sesuai ekspektasi, engirimannya lama...",2,0
1042,di kira punchinf pad gde tp g papa makasi,2,0
635,merk berbeda dengan deskripsi dan foto,2,0
575,hp mati tidak bisa digunakan,1,0
925,"barang sudah di terima, size gk sesuai.
minta tuker ,malah gk di kasih alamat nya.",1,0
872,"Barang bagus, suara jernih. 
baru di pakai sekali, langsung mati total..
gimana ini..",1,0
1309,Penjual tidak mau menanggapi keluhan kerusakan barang pembeli,1,0
1762,"Baterai baru sehari udh bau gosong ,,untung ga meledak ,,",1,0
19,"Gak sesuai gambar, bahannya mirip jaket 50rbuan",1,0
1501,barang kurang bagus...tdk sama dgn picture,2,0
321,"barang sudah diterima dengan cepat, tetapi seharusnya sebelum dikirim harus di check atau di coba dahulu karena saya beli dua mouse yang berfungsi hanya satu unit. tetapi proses refund berjalan dengan baik.",2,0
1010,"Batre belum d pakai sudah abis alias dropp belom di pake, padahal abis di carger. Belum sejam udah abis",2,0
1051,Barang setelah dipakai 2hari mati (rusak),2,0
219,Hmm gimana ya :) parah si,1,0
418,Saya kira harga lebih mahal jaminan bagus.. trnyata packingnya gak rapih dan bungkusnya cuma pake kardus seadanya.,2,0
1087,"Tetap blackscreen LCD nya gan,terimakasih atas pengalaman serta tambahan ilmunya gan,mau diretur tetap ga bisa posisi lcd sudah terpasang diframe nya,tested blackscreen,tp saya biarkan sampai lampu layar padam(posisi standby.trus kami tekan tombol power bisa masuk home/menu terlihat jelas/normal,setelah kami pasang di frame dgn sangat hati2 jd blackscreen sampai seterusnya,diretur jelas ga bisa,segel sudah rusak",1,0
704,"Kecewa berat !!!
1. Respon penjual sangat lama, kurang dari 1 jam sebelum auto cancel, resi baru diinput
2. Diminta penggantian Size via chat, dijawab &#34;Iya&#34; tapi ternyata tidak diganti.
3. Mengganti kurir tanpa pemberitahuan terlebih dahulu, akibatnya saya kena charge lebih dan satu barang tidak jadi dikirim untuk mengganti kelebihan ongkos kirim.
4. Salah penulisan alamat, sehingga paket misroute sampai 2 kali.
5. Ketika diminta menghubungi kurir untuk merevisi alamat, hanya dijawab &#34;kami cek dulu&#34; lalu menghilang !!! 
Saya akan ubah feedback ini jika ada tanggung jawab anda untuk menyelesaikan masalah ini !!!",1,0
1053,"Agak kecewa sama barang yg diorder, ditanya warna merah katanya ready tapi yg dikirim warna hitam",2,0
1467,thanks sis paketnya sudah sampai,2,0
1609,Padahal udah tulis di keterangan tentang size yang dipesan tapi dikirimnya size yang beda dan saat mau di tukar ribet banget 😒 kapok,1,0
1764,Barang banyak cacatnya dikomplain lambat nunggu abis garansinya pokoknya ga usah dibeli,1,0
624,"alhamduliah, barang sudah diterima.
tapi kang, kabel usb nyakok warna grey ? padahal saya pesan putih.
setelah saya  test  barangnya, alhamdulialh lancar.
trims ya kang.",2,0
786,"barang tdk sesuai, klo gk ada jngn bilang ready toko online bnyk yg jjr, hadeeeeeh",1,0
3,"ukuran yg dikirim tidak sesuai, malah ukuran yg diminta seperti ditulis ulang",1,0
1505,"Barang kosong malah tidak konfirmasi sebelum mengirim

:(
Malah yg kirim uang pembayaran di kembalikan ..
Ahhh.",2,0
1052,"tolong setiap pengiriman di cek keberadaannya...
thanks",2,0
533,"Kaca jam ny lepas, g tanggung jwb",2,0
1615,Kualitas ga bagus.. tidak bsa untuk POE router cma kedip2 aja...Yaaa sesuai sih sama harga,2,0
334,Bahan ny bagus gx mudah melar,1,0
1074,Terlalu kecil.. Rantai terlalu pendek,1,0
1677,"Buat naoroh hpnya agak kecil..  Padahal sudah pesen yang besar malah di kasih yang segini... 

Rada kecewa sama pelayanannya",2,0
1163,kecil banget kecewa banget,1,0
823,Sssobek...........,1,0
1184,Barangnya rusak..kecewa berat,1,0
1771,Kualitas buruk. Ada harga Ada kualitas,2,0
1721,Kondisi diterima patah,1,0
1082,Barang yg dikirim di pesanan berikutnya beda dgn yg pertama tanpa tombol on off dan bermasalah tidak bisa di bersihkan coretannya.,1,0
847,"Pesen 2 pcs yang satunya mati total, udah masuk pusat resolusi gaada solusi yang ada pembeli minta retur tapi ongkir PP ditanggung pembeli !

HAHA LUCU ! gausah jadi seller !!!",1,0
726,"salah kasih barang, hati2 untuk toko ini",1,0
735,"Untuk mendengarkan radio. (earphone), tidak berfungsi. Sudah coba pakai handsfree 3 pcs, satu pun  tidak ada yg terdengar.  Saya mohon. Kedepan nya lebih teliti sebelum mengirim barangnya. Trims",2,0
1090,Baru dipakai 2 hari udah gk bisa nyala lcdnya,1,0
696,produk rusak dan tidak berfungsi,1,0
1351,Hp nya gampang mati sendiri &amp; saya tanya ternyata rekondisi. Cuma ganti kesing. Barangnya bukan ORI Nokia charger maupun baterainya😔 semoga sukses jualannya🙏,1,0
435,tidak sesuai gambar..,2,0
175,Dah ditulis tp ndk bisa dihapus😭😭😭😭,2,0
302,bahan tipis sekali.....semoga kuat sj...,2,0
1289,"Kualitas karet sangat tipis, pantulan bola oleh kayu bet terdengar keras",2,0
1625,"Buckle harga 200ribu. Waktu datang, kondisi sudah banyak lecet dan baretnya. Seller cuma mengatakan &#34;kalau besi memang gitu, nanti juga akan lecet karena pemakaian.&#34; Fungsi deploynya juga suka ngadat. Sangat kecewa dengan kualitas yang tidak sebanding dengan harganya.",1,0
1022,Barang yg dikirim tdk sesuai keterangan .. proses refound 2minggu,1,0
1102,ternyata hanya sablon aj dilogo,2,0
1658,Kualitasnya tidak sesuai dg merk nya,1,0
273,Relatif cepat tetapi ada baiknya untuk check qualitas barang sebelum kirim Cz baru d pake kabel konslet,2,0
1734,Casannya gak bs ngisi dan batre nya cpt habis,2,0
1303,informasi pengiriman tidak sesuai.......,2,0
709,"Produknya belum diterima sampai saat ini.  Tapi sudah ada yang centang selesai.  Sangat kecewa.
Selesai transaksi otomatis dari Tokopedia.  Tokopedia untuk merevisi kebijakan mereka untuk otomatis transaksi selesai bila 2 hari barang diterima.  Masalahnya kalau barang tidak diterima oleh pemesan, tetapi jatuh ke tangan orang lain.  Maka otomatis 2 hari transaksi selesai.",1,0
951,"mantap soul deh seller ini
barang rusak dikirim sy retur
untunglah uang saya kembali walau nunggu lama g masalah dah",1,0
1569,Dusnya hancur gan. Packingnya terlalu dipaksakan,2,0
959,OTG aja bukan hitam tp emas..MINUS parah nih OS..Mana dikonek bkin HP MATI...,1,0
911,"Produk memang sesuai deskripsi,tp pengiriman 26 hr bru sampai stelah bbrp kli teguran...ekspektasi bs unt lebaran,tp kenyataannya ga bgt.",1,0
898,"Respond cepat tp sampainya lama,barang bagus tp ada retaknya, sangat di sayangkan.",2,0
807,timbangan tidak sesuai... beda sampai  8 kg pas yimbng ulang,1,0
598,bingung install softwarenya gak komplit atau memang gak support di windows 8,1,0
357,"perasaan ane dah bilang tolong kirim barang dengan kualitas terbaik deh..
ini arah di pencet di lepas gak balik..
tp yasudahlah..
ckckck
-_-&#34;",2,0
1526,pengiriman sesuai waktu..tp barang sesuai bintang aja deh..,2,0
1081,barang nya bagus cuman saya baru saja membeli minggu lalu tapi sekarang sudah rusak dan tidak terpakai,1,0
682,Pesen julio dikirimnya evoluti,2,0
1616,"Pengiriman lambat bilang bisa hari itu juga, ternyata harus nunggu 2 hari",2,0
196,barangnya sudah sampaaaai......,1,0
1688,Barang rusak...saya sudah memberikan bukti foto n video...tp prosesnya lama...jadi saya memilih membatalkan komplenan...dgn hasil uang tidak kembali...dan barang tidak saya kembalikan...,1,0
376,"Tali sepatunya belang, saya tidak suka dan tidak sesuai pesanan nmr.42 dikirim nmr.40",2,0
985,Pertama ini toko besar tapi packing nya pelit sampe bungkus usb hubnya robek kedua saran buat yg mau beli untuk konek ke keyboard atau mouse mending jangan pakai yg murah karena output gk ngangkat jadi suka disconnect gitu,2,0
1610,Pengiriman sangat lama untuk daerah jakarta,2,0
155,paket udah keterima terimakasih,2,0
271,Kekecilan ga sesuai standart ukuran nya.,1,0
880,"Deker nya kekecilan, bisa ditukar gan ?",1,0
1529,Lebih teliti lg ya gan kalau ngasih informasi,1,0
277,"Steamer kualitas jelek, baru baru timer udah rusak. Ga ada merek",2,0
341,jahitan kurang bagus. ada celah besar saya khawatir dipakai 1x robek itu celana,2,0
63,produk tdk compatibel dgn acer sy,2,0
1708,paket dibungkus dng rapih..dan bgs..smoga unit nya sebagus dng packaging nya.,2,0
402,bad service! smoga lebih menghargai costomer,1,0
633,ikatan ujung kurang kuat sehingga baru dpake bbrp kali sudah lepas,2,0
1210,"Nih gara&#34; salah pilih kurir jadi ane ngomel&#34;, mf soalnya ane juga di omelin pelanggan gara&#34; lama barangnya",1,0
351,"Produk blm memuaskan, tapi tetap bekerja dgn baik",1,0
784,"barang sudah sampe,thanks. lumayan bagus",2,0
285,"Barang rusak, katanya bisa di bailikin?",1,0
359,Pesen 4 barang yg nyampe 2.. Walopun di refund cash.. Tp harusnya ad konfirmasi dulu...,1,0
16,"Kemasan produk penyok semua, walaupun produk didalam masih aman.
Tapi sangat kecewa dengan jasa pengiriman JNE. Sangat lamaaaa.
Padahal produk sudah ada dari senin, tp hari kamis baru diantar. Padahal jarak kantor JNE dng alamat yg dituju hanya butuh 5 menit dengan sepeda.
Sangat kecewa dengan jasa pengirimannya.",2,0
1188,"Dipenyeki  lagi boss micnya.. yang penting bisa bunyi. ini kali ke 2 saya order. kecewa2, tau tunggu yang pertama dtg dolo .",1,0
772,Gx sesuai dgn gambar. Gambar comot di google,2,0
166,"Barang bagus..kurang sesuai untuk  acer E5-476G,saya paksakan lcd nya bermasalah",2,0
1268,"Dengan tidak mengurangi rasa hormat terhadap penjual. Tapi kelima IC ini palsu. Tidak bisa berfungsi mengantikan IC yg asli. Sekali mohon maaf saya tahu ini bukan salah penjual, pemalsuan semikonduktor sering terjadi belakangan ini yg berasal dari pabrikan.",1,0
677,Sangat buruk sekali...saya uda bayar sy komplen uda saya kirim barangnya  tapi barang tidak dikirim kembali kesaya..sangat buruk pelayanannya dan sangat menyesal sama percaya bgitu saja.katanya mau kirim tetapi sy ud mnunggu cukup lama tidak dikirim..sangat sangat kecewa  telah membeli,1,0
942,"pemakaian satu hari , bisa jebol begini ?",1,0
294,Earphone nya sih dateng tapi ngga sama kabelnya sebelum di packing di cek dulu ya terima kasih ehe,1,0
476,rusak gabisa dipake. mati matian,2,0
446,ok ok ok ko ok ko ok ok ok ok ok ok bu k ok,2,0
769,bos ente bilang donic....itu kaga ada tulisan donic di karet atau d bungkus nya,1,0
802,Harusnya deskripsi warna dihapus jika pengiriman sesuai stock,1,0
272,"invoice ONGKIR gampade 9pcs 2,25kg,, tapi aktual timbangan ternyata hanya 0,8kg (8ons) / dibulatkan hanya 1kg.. 😭😭
Mohon d Cek Beratnya dulu sebelum Deal  Transaksi sama pembeli.. biar  pembeli tidak membuang duit sia*. 😭😭",1,0
1794,barang yang dikirim tidak sesuai sengan gambar. trima,1,0
1458,jadi agak susah nekuk dengkul. overall bagus. semoga usahanya lancar.,2,0
388,"Php, bilang isi ada diseskripsi pas dipesen berbeda, mubajir rp50.000 ternyata isinya ga cocok",1,0
92,Maaf gan kok gk sesuai sama gambar/foto yg dideskripsi ya? Gmn nh gan?,2,0
1738,Barangnya beda dari bawaan laptopnya,1,0
234,barang yg dikirim tidak sesuai pesanan,1,0
879,XL tapi kecil banget gak sesuai,2,0
119,Headset nya ga nyala😭😭😭,1,0
664,"Pesen nya warna biru tapi di kirim warna hitam,untung cuma hp murah",1,0
1071,"Murah barangnya, di pake langsung robek #adahargaadakualitas, plus penjualnya agak lama dikirimnya ke pihak jasapengirimannya 🥴",1,0
1710,"Respon penjual lama sekali , produk sesuai gambar dan kualitas cukup sesuai harga",2,0
56,Penjual respon lambat kalau ditanya tentang cara pakai.,1,0
724,"Barang rusak 1, penjual juga ga respon",1,0
981,"Tidak berfungsi, barang jelek, tokonya jg tukang tipu, beli 3 kirim 1",1,0
905,"Pesen  warna A yg d kirim warna B...nga ssuai klw dlam pesenan
 Abis gtu ukuranya kcill😢",1,0
110,"Sangat mengecewakan, hp nya seperti kw n bkn baru, tdk ada kitabnya.",1,0
1357,ga sama dengan gambar,1,0
1645,"Gak ad barang!!
Mohon diperbaiki pelayanannya.. HARGAI PEMBELI.. Jangan asal kirim pesanan kl barang gak ada  atau gak sesuai pesanan.. Nanya dulu sharusnya..masih mau gak",1,0
1175,Kayak sepatu bekas sudah mengelupas..,1,0
530,Pesen nya Joystick Merk M-Tech yang di kirim nya Beda Merk NISUTA 😠😠,2,0
915,"Pengiriman cepat sih, cuman pertama kali di cas batere ga gerak. Ywdh buat ganjal lemari es sajah...",1,0
1464,"Respon penjual cepat. Barang sampai juga cepat. Namun kualitas barang tidak sesuai deskripsi. Begitu net dipasang,  penguncinya langsung putus.",1,0
1567,"barang yg dikirim tsk sesuai wrn, kl memang dr awal wrn tdk ready pasti saya gak akan order...
2 unit part kurang sampai skrg blm nyampe juga katanya sdh dikirim, di hubungi lewat wa respon tdk baik tdk dibalas pesan yg terakhir... hp tertera saya tell katanya bukan yg layanin lewat toped, saya minta no hp lain di sms lama sampai 2x telp &amp; telp yg kedua gak sopan sekali saya blm selesai ngomong sdh dimatiin telpnya, parahhh...",1,0
1433,"Gak bisa utk nelpon, cuma bisa cek pulsa doang.. Mau minta tukar",2,0
44,Gan saya mintanya RJ45 ko dikasih tang RJ nya?,1,0
1320,Produk out of stock dipakai nomor resi produk pengiriman sebelumnya. Saya sampai curiga sama tetangga dan kurir JNE. Memang sudah dikasih barang pengganti tapi tetap saja ketidak telitian kalian membuat hubungan saya dengan orang lain tidak baik. Mohon diperbaiki ke depannya.,1,0
978,"Pengiriman pertama bermasalah, baterai kembung, g bisa dipasang.., retur.., pengiriman kedua secara fisik bagus, tapi baterai tidak bisa dipakai, sudah di charge penuh, saat charger dicabut, laptop langsung mati.., karena sudah konfirmasi penerimaan, kami sedang mengupayakan proses klaim garansi.., rating akan diupdate lagi nanti...,
Ulasan ini bersifat sementara, akan diupdate setelah ada solusi...,
Terima kasih AS Komputer",1,0
186,"pengaitnya patah 1, di cari di dalem box ga adaa patahannya, berarti murni dari seller, kacau harganya lumayan tp sia sia beli, anggep aja sedekah dah ama sellernya, ga berkah",1,0
129,Barang reject dijual murah.. payah diskonnya nipu. Kapok beli Bata di online,1,0
542,"fast response, packaging bagus, sayang mungkin saya tidak beruntung dapat mata girdernya yang kurang bagus, baru 2 kali giling langsung ngeloss, plastik bagian girdernya tidak kuat/ aus",2,0
568,Hp tiruan 🤣🤣 yang sama cuma bentuk sama merek aja isi nya zoonk,1,0
743,"Brg sdh diterima, yg satu holdernya potong..",2,0
1229,"Walaupun barang yang ente kirim rusak, tapi pelayanan ente memuaskan Bintang 6 akan saya berikan, toko ini not recomended, kapok dah belanja di toko ini.",1,0
30,"Yang di pesan dan Beda yang dikirim,",1,0
382,Ngak ada talinya warna juga kurang sesuai,2,0
