text,rating
"Untuk mendengarkan radio. (earphone), tidak berfungsi. Sudah coba pakai handsfree 3 pcs, satu pun  tidak ada yg terdengar.  Saya mohon. Kedepan nya lebih teliti sebelum mengirim barangnya. Trims",2
"Barang sesuai foto, dan pengiriman jg cepat",5
barang sudah di terima dengan baik,4
"bagus gan, colokanya nyala semua",5
"paket sudah diterima,packing ala kadarnya",2
Gampang rakitnya dan bagus juga raknya..,5
"Fast respon,  barang sesuai deskripsi, pengiriman cepat...",5
"Packing barang rapi... Chat penjual cepat... Tapi pengiriman sangat lambat.. tidak sesuai pesanan.. saya order minggu pakai same day dgn go send nyampenya hari kamis malam dgn jne...tanpa ada konfirmasi
Barang sedang saya test... Saya harap kualitas barang melebihi kualitas pengiriman tokonya..",1
Patennn deteksi ke laptop nya langsung detek...pengiriman cepat....tks gan,4
Kualitas oke sesuai deskripsi pelayanan juga oke thankyou,5
"proses pengirimannya agak lambat,memakan wak tu seminggu untuk sampe kerumah",1
"Masih bisa diklem gak nih kualitas barang sangat buruk, lemnya gak nempel pada ngelupas
Jujur saya sangat kecewa",1
Empuk sesuai diskripsi,5
mgk krn jarak jd lama di pengiriman aja.tks,5
Panjang asli 25m bukan 30m,2
Kualitas Casio tidak diragukan lah...,5
Packagingnya rapi banget...pengirimannya jg gak lama...tokonya jg quick respon...mantappp..,5
"sakit pake di kaki, lecet.",2
bajunya sangat pendek untuk ukuran baju koko.. padahal lebarnya seperti ukuran xl.,2
Alhamdulillah puas dan top banget respon cepat dan gampang dipasang jadi rapih deh sepatunya,5
Produk out of stock dipakai nomor resi produk pengiriman sebelumnya. Saya sampai curiga sama tetangga dan kurir JNE. Memang sudah dikasih barang pengganti tapi tetap saja ketidak telitian kalian membuat hubungan saya dengan orang lain tidak baik. Mohon diperbaiki ke depannya.,1
"awalnya lupa tulisan ukuran, dan penjual juga ga nanya,, akhirnya  ukuran yg dikirim  ukuran  40,, minta retur ke 42 ,, penjual cuman bilang iya doang,, ga ada action,, udah sebulan ga diproses,, yang parahnya tokpedia malah melanjutkan dana ke penjual. padahal sudah mengikuti proses komplian sesuai petunjuk tokped. Benar&#39;&#39; tidak menghargai customer.",1
Warnanya tdk sesuai pesanan. Tdk ada chat/pemberitahuan jg.,2
Barang sudah sampai  sudah di tes ok,5
josss pokok e bisa buat langganan,5
"-Pesan 2,satu oke tapi satu mal fungsi/tidak berfungsi
Mau di komplen harus retur dan ongkir bolak balik 18rb
Mending beli baru deh di lain toko
Padahal sudah dikasih catatan agar dicek sebelumnya
- untuk masalah pengiriman saya pakai gojek instan, pr",2
Nice product recommended seller,5
"Barang oke, pengiriman cepat. Recomended seller ???,5
bos ente bilang donic....itu kaga ada tulisan donic di karet atau d bungkus nya,1
Pengiriman cepat kualitas agak kurang,2
Hp yg datang klo telfon ga ada suaranya",1
Gx sesuai dgn gambar. Gambar comot di google,2
"Produk tidak dikirim, uangnya diambil penjual",1
Produk sesuai deskripsi dan berfungsi,5
Puas bgt.. Terimakasiiihhh,5
Produk bagus dan cepat sampai,5
barang sampai.. puas,5
kualitas nya kurang bagus,1
Paket sdh diterima tp Barangnya pada lecet,2
"Ga kedetect
Ga bisa dipake
zzzzzz",1
Kaya dikasi barang bekas pakai,1
"Kecil2 kaos kakinya
Gak muat dikaki anak saya",2
"Pengiriman lama sekali &amp;amp; tidak ada follow up dari seller mengenai komplain tsb, packaging&#39;y pun hanya dgn plastik kresek, kualitas barang biasa saja, semua lubang berfungsi hanya saja utk dicolok dgn usb otg sangat sangat keras &amp;amp; susah sekali.",2
"Catridge-nya tidak bisa di gunakan di printer saya HP Deskjet-4515 muncul error ""Incompatible Catridge, The indicated catridges are not intended for use inthis printer""

Mohon bantuannya",2
"barang tdk sesuai, klo gk ada jngn bilang ready toko online bnyk yg jjr, hadeeeeeh",1
paket sdh mendarat gan. terima kasih,4
Barang cepat terkirim ok bngit,5
X ini saya kecewe gak bisa di pakai kecil dan mbranjang...,1
minta tahu dikirim tempe...!,1
"Baterai cepat habis (hanya bisa digunakan maksimal 1 jam), koneksi sering terputus sendiri.",2
"Oke terima kasih, bermanfaat buat supaya nggak ketuker kuncinya",4
"Bagus ori, fast response dan fast delivery, thanks ya",5
Barang sudah nyampai rapi.aman..trimakasih,4
barang cacat..beli 2 semua spekernya mati sebelah..,2
"tidak bisa dipakai.  maaf lama balasnya.  beli mahal2 tetapi tdk bs dipakai.  g recomended. 
terima kasih. 
sy rugi banyak sekali",1
"mantap,,,,,,,,mf agak lama konfirmasinya paket internet habiss,,brng bguss",5
Ukuranya kegedean sih.cuma barangnya oke bnget,5
Harusnya deskripsi warna dihapus jika pengiriman sesuai stock,1
Sesuai gambar dan produk oke.,5
"Barang bagus cm pengirimannya agak lama,.......",5
"Keren barangnya, mudah2an awet",5
Ini aku gajadi beli yaa. Soalnya stoknya kosong,1
timbangan tidak sesuai... beda sampai  8 kg pas yimbng ulang,1
Tidak bisa pake nelpon..berdengung suara mic nya,1
Berfungsi dgn baik..top buat agan,5
"Ini proses pembelian tercepat yang pernah saya lakukan selama belanja di TokPed...hehe..
Total hanya 1 jam saja mulai dari proses pemesanan sampai barang diterima..Bravo..
Good Respon...Good Packing...Good Product...Good Service...",4
"packing oke, respon cepat tapi buyer bilang headset retak jd ga kepake",2
"Barang bagus bro, thanks",5
"Respon cepat, dan barangnya bagusss",5
"barang udah diterima dg selamat, mantap barangnya :)",5
Baik produk bagus sekali,5
"ukurannya kekecilan kalau normal saya pakai ukuran L, disini ukurannya sangat kecil untuk L.",2
"Barang sudah sampe respon cepat sy suka, terima kasih gan",5
"Mantap pokoknya, build quality mantap",5
Tampilan dan yg di kirim berbeda,2
mantap pokok nya barang joss,5
Gimana mau kasih ulasan barangnya diganti uang dan tdk konfirmasi lagi,1
Packing ke luar kota harusnya pake bubble wrap kak. Jadi gak penyok2 kotaknya.,2
barang robek,1
"tulisannya doang usb 3.0,  aslinya usb 2.0 cuman warna portnya aja biru. not recomended gan",2
"Packing rapi,barang sesuai.",4
barang sesuai spek thank you,5
Barang lucu dan oke... dikirim sesuai pesanan. Thaks,5
"sesuai gambar. cool dah, cuma dari pengiriman rada lama. for all thanks.",5
"Cakep lah, barangnya sesuai dan langsung dikirim di hari yang sama",5
"sangat quick respon and good packing, maaf gan tanya aja ini yg termasuk safetyshoes metal free atau tidak ya",5
"barang ok, tp pelayanan kurang",2
Pelayanan cepat dan barang oke,4
"Sangat kecewa, saya udah tanya&#34; readynya barang dari malam tgl 2, dan saya order subuh 04.55 tangl 3. bukannya dikirim pagi atau sore ditgl 3. malah di undur terus pengiriman dan selalu beralasan, saya BEBERAPA KALI MINTA CANCEL DAN SERIBU ALASAN JUGA.
saya kaya gini karena butuh cepan converter hdmi nya. dan 3 BARANG LAINNYA. terpaksa saya order ditoko kota saya. jd yg paket ini ngak kepake. percuma, karena presentasi saya senin td pagi.
saya order ditoko ini karena hitungan saya sabtu minggu sudah sampe jika dikirim tgl 3 sore. karena jnt minggu tetap buka.
DAN TAUnya DIKIRIM TGL 5 siang, dan baru sampe sekarang, buang buang uang. dan disruh cancel otomatis dan dicancel pun alasannya bayak.",1
Barang yang di jual ga sesuai bener2 penipuan....,1
"Terima kasih, paket sudah saya terima.
Packing paket rapi.",4
"Barang bagus dan cepat sampai, enak dipakai juga",5
"sesuai jadwal, produk berfungsi dengan baik",5
"Bener2 high quality, kabelnya tebal dan padet, rekomen deh",5
cepet sampenya. barang ok. makasi,5
"Barang sudah diterima, terimakasih",4
"Barang sesuai pesanan, packing bagus, terima kasih banyak",5
"Recomended seller, untuk soal packingnya tolong dibenahin lagi yaa... tapi top markotop lah",4
"Tidak sesuai deskripsi, yang saya terima 24m kurang",1
siiipppp........biar bintang yang bicara bos,5
"Pesen 2 pcs yang satunya mati total, udah masuk pusat resolusi gaada solusi yang ada pembeli minta retur tapi ongkir PP ditanggung pembeli !

HAHA LUCU ! gausah jadi seller !!!",1
yaaa begitulah harga sesuai dengan kwalita barang....,2
Kemasan belum baik.. Saat sampai kardus pada earphone sudah peot dan terbuka.. Request warna dari cream jadi hitam.,2
"Ketika menerima barang yang dikirim kondisinya mati, kemudian ketika di klaim responnya lama banget, apalagi ketika minta alamat toko offline untuk retur (mana biaya sendiri) terkesan ditutup2i.... sorry for this comment.....",2
Gan barang sudah diterima dengan selamat. Thank ya....,5
"Pesannya mtech, yg sampe nisuta..",4
Packing bagus dan respon cepat,5
"Dari pemesanan sampai pengiriman membutuhkan waktu cukup lama sampai 3 hari baru di kirim. Packing selama itu?? Mungkin pesanan banyak tapi merchant lain pun sama kayaknya. Padahal kalo di lihat dari tracknya sehari aja udah sampai, barang yang biasanya saya pesan normal diterima 1-2 hari ini bisa seminggu.",2
Barang yg dikirim tidak sesuai dengan yang dipesan..,1
Sekali pakai langsung patah...gagang tidak kuat...,1
"Respon dan packing sgt baik namun Agak kecewa karena tnyt mesin china bukan jepang,jdi kurang percaya ini ori..",2
"MANTAP, PENGIRIMAN CEPAT... TRIMS SEMOGA BISA TERUS BERMITRA",5
utk tas seharga 299rb..kualitas biasa saja,2
"2 pasang berbeda, yg 1 pasang bagus, yg 1 pasang lagi jelek, plastik pelapisnya berputar/goyang",2
"Pengiriman cepat, semoga awet",5
Kualitas top untuk harganya???p esan kedua kalinya,5
"barang sesuai pesanan,kemasan rapih",4
"Agak beda dengan gambar produk yg dipajang (merk &amp; bungkusnya) yg digambar lebih kokoh penguatnya ada merk juga.. yang ini beda polos banget, USB lama kedeteknya di PC, sudah kedetek lama bukanya padahal dimasukin slot USB 3.0, pakai modem jg putus2 arusnya. Sepertinya kepanjangan walaupun pake penguat. Kalo Seller respon cepat Recomended cuma kendala di kurir pengiriman saja.",1
"Paket sdh diterima ,sesuai pesanan",4
Tidak dikirim barangnya. walaupun sudah dikasih penggantian uang tapi customer kecewa karena tidak ada info sebelumnya.,1
"Barang qulitas baik, bahan tebal. Tidak ada cacat. Recommended,5
cakeep bgt warnanya...syuuukaaaaa deh,4
tidak puas",1
"Barang bagus, suara jernih. 
baru di pakai sekali, langsung mati total..
gimana ini..",1
Ga kepake. Jelek . Rusak,1
"barang bagus, pengiriman cepat, thanks",5
Paket sudah diterima dengan selamat gan...,4
"Bagus bahannya adem,sizenya pas,untung baca2 komen yg lain,tx wakai....",5
sesuai gambar tapi sayang matrasnya licin klo buat yoga..,2
Puas bgt. Ini order ke 2 saya. Recomended pokoknya top.,5
XL tapi kecil banget gak sesuai,2
"Deker nya kekecilan, bisa ditukar gan ?",1
Ball head nya tidak bisa mengunci sama sekali.,2
"Murah boleh lah tapi jangan kedekut, kasih dus buat packing nya jadi barang ga ancur macam nih.",1
"Sudah diterima, belum dicoba. Original garansi resmi. Mudah2an TDK ada masalah.",5
5 tahun saya member BATA dan saat ini saya sangat kecewa dengan pelayanan BATA Ecommerce. sungguh buruk !!!!,1
"Saya meragukan ini toko official store dari bodypack...""",1
"Barang sampai dengan tidak selamat, entah rusak di kurir atau dari penjual, 1 bagian stick patah dan tidak berfungsi, kecewa gan :)",1
Semua berfungsi baik walau pertama ragu karena kabelnya terlalu soft takut putus di dalam,4
"barang bagus gan sesuai deskripsi makasi, ini pembelian kedua mantabs",5
"Gooddd selleeerr, sesuai gambar",5
makasih brg udh d terima,5
barang ok udah sampai. tapi yg dateng beda warna dgn yg difoto.,1
"Barang bagus, sesuai gambar, warna sesuai pesanan... Cuma suara alarmnya kurang keras",4
"Pengiriman cepat, senang belanja disini. Thanks",4
"Pengiriman sangat cepat,stik nya enak dipakai",5
"Respond cepat tp sampainya lama,barang bagus tp ada retaknya, sangat di sayangkan.",2
Baru dipake sehari udh rusak,1
"Kemasan bagus,barang juga bagus ga nyesel dech",4
sepatunya berbeda dengan fotonya ..... tingkatkan profesionalisme agar tidak memalukan sebagai official store bata,2
Respon cepat &amp;service bagus.makasih,5
Barang palsu nih.. saya coba hubungkan ternyata tidak terdetect sebagai USB 3.0. Sangat mengecewakan.,1
"Yang di kirim ke saya bukan sesuai FA180PM111, tetapi untungnya masi bisa di pake di laptop saya....",1
"Pesen  warna A yg d kirim warna B...nga ssuai klw dlam pesenan
 Abis gtu ukuranya kcill????",1
"Official Brand Bata menjual barang reject tanpa keterangan, sangat mengecawakan..",2
"Respon cepat bgt.
Pengiriman cepat,paking rapih sesuai gambar..",5
Dos dan packing ancur parah,1
"Ntah saya lagi apes atau bukan, tapi port usb yg saya terima ga bisa mendeteksi usb 3.0. Semua portnya hanya bisa mendeteksi 2.0. Padahal tujuan saya beli ini supaya bisa mendeteksi usb 3.0.
Untuk pelayanan dari sellernya sendiri baik, tapi saya cuma kecewa sama produk ini saja.",2
Saya sangat kecewa karna ACC nya tidak lengkap,1
"Produk memang sesuai deskripsi,tp pengiriman 26 hr bru sampai stelah bbrp kli teguran...ekspektasi bs unt lebaran,tp kenyataannya ga bgt.",1
"GAN, KALAU PACKING YG BENER AJA DONG. MASA KERTAS NYA ROBEK! KECEWA",1
"mantabb gann..

barang udh ane terima sesuai pesanan...

sukses terus gann lapaknya...",5
"Lumayan lah, sepertinya di gambar terlalu banyak efek",4
"Pengiriman cepat sih, cuman pertama kali di cas batere ga gerak. Ywdh buat ganjal lemari es sajah...",1
"Bukan barang baru, ic mati",1
"Produk sudah sampai dengan baik, kecepatan pengirim sangat baik. Recommended seller",5
"Charger untuk headset warna putih terdapat benda asing yg menghalangi lubang, mengakibatkan carger tidak masuk kedalam input charger headset.",2
"Barang tidak ada...
Uang dikembalikan tidak sesuai yang dibayarkan... Plus Ongkir tetap tidak berubah padahal volume dan berat justru ada dibarang yang ditolak.... 
SANGAT MENGECEWAKAN
TIDAK DAPAT DIREKOMENDASIKAN",1
Puas gan dengan harganya.. Sesuai lah,4
"udah dicoba semua port idup, semoga awet",5
"barang di terima, blm sempet test",4
Produk baru seminggu udh mati. Gimana sih,1
Puas. Barang berkualitas.......,5
"barang sudah di terima, size gk sesuai.
minta tuker ,malah gk di kasih alamat nya.",1
produknya ukurannya melebar. gak sesuai gambar. tolong ditingkatkan lagi kualitas barang gan.,1
"Barang sesuai, packing rapi cepat dan mantap",5
barang sudah sampai...bagus...imut2,4
tidak sesuai gambar ... kw atau apa ya ... rupa sama ... tap beda sama yg dlu pernah saya beli ... apakah versi 2015 nya ... blm di coba ... mdah mdhan z tidak mengecewakan pas udah di pake ... thankq,2
Produk tinggal plug and play,5
Pengiriman cepat hanya hpx tdk bisa putar musik n tobol2x kurang bgs,1
Ok mantap gan..  Trmksh,5
"Barang Bagus Sih
Cuma Bau Sekali
Harus di cuci dulu sblum di pakai :v",2
"bagus cakep rapi, top markotop :)",5
"Walpaper dalam jam kacanya lecek setengah,ga sesuai dengan pict",2
"Kagak pas di motor ninja 250 fi.. 
Sama kagak pas di polygon stratos..",2
pengiriman cepat dan packing bagus,5
Pesanan sampai sgt cepat. Belom dicoba barangnya. Tapi bagus kelihatannya cukup kokoh untuk harga murah..,5
"saya sdh lama pakai produk ini. lebih praktis dari pada spray.
trims.",5
"Good seller, respon cepat, kiriman cepat.",5
parah....biar allah yg bales........,1
"pemakaian satu hari , bisa jebol begini ?",1
"sempet khawatir pas ngidupin hp lama dilogo
tapi berfungsi dgn normal setelahnya",4
barang di terima dengan aman.. recom banget,5
mantab gan sudah dipake hasilnya memuaskan. dengan harga segini dapet dualband pula trus sinyal kenceng (ga kayak merek tptp itu). garansi 2thn lg. puas puas mudah2an tahan lama,5
Sesuai gan. Terima kasih yaa,5
"Responsif, barang sesuai diskripsi, pengiriman cepat, kualitas masih blom tau....hehehehe",4
Respon penjual cepat dan barang sesuai deskripsi,5
"barang telah terkirim, sesuai deskripsi pesanan",4
Baarng da sampe moga awet aja,4
"Berfungsi, sesuai harga semoga awet",5
Barang diterima dalam keadaan baik dan segel baik,5
"sudah di terima bos
packing bagus, aman",5
"Makasih gan, barang sudah sampai sesuai pesanan, cuman belum sempat nyoba..",5
Top markotop...thx seller n tpedia,5
Barang tidak sesuai deskripsi dan tidak bisa digunakan,1
OTG aja bukan hitam tp emas..MINUS parah nih OS..Mana dikonek bkin HP MATI...,1
"Pengiriman cepat, barang sesuai kriteria ..",5
"Sesuai, barang bagus berkualitas original",5
barang sudah diterima..thx,5
"Kabel charger nggak bisa, gimana gan?",2
produk sesuai foto dan deskripsi. pengiriman cepat. terima kasih!,5
"Barang si oke saya pesan navy size 42 yg dikirim hitam Size 41 , dan packing nya tidak rapih ,,,",1
"Barang yg di kirim tidak sesuai, di kirimnya barang yg hrga murah.. Tp okelah uang sisanya udah di kembalikan",1
Produk sudah sampai dg baik.,5
Brg tidak tertulis jabra seperti gbr   beli putih dan gold  diberi warna gold semua   brg krg bagus suaranya,2
Produk sesuai dengan gambar. Respon penjual sangat cepat dan komunikatif. Packing rapi dan pengiriman juga cepat. VERY RECOMMENDED STORE! Terima kasih banyak... :),5
Pengiriman cepat...thx seller,5
cocok gan sama lem butterfly yg saya beli,5
"BARANG RUSAK DIJUAL, KIPAS KAGA MUTER",1
"barang kw,penjual tdk mau tanggung jawab",1
"barang rusak , tidak mau connect ke hp.. bisa return ga",1
"sudah diterima sepatunya.. sesuai deskripsi, warna & size nya. glitter nya jg tdk copot2. bagian dalam jg empuk & cukup halus.
bundanya suka,, smoga si kecil jg nyaman & hepi pakenya :)
seller cepat & informatif, direkomendasikan!",5
"Beli ini 2, tombol penghapusnya ndk bisa fungsi semua, mau komplain harus ada vidio, posisi keluar kota hanya dapat informasi barang ndk berfungsi semua",1
"Pengiriman pertama bermasalah, baterai kembung, g bisa dipasang.., retur.., pengiriman kedua secara fisik bagus, tapi baterai tidak bisa dipakai, sudah di charge penuh, saat charger dicabut, laptop langsung mati.., karena sudah konfirmasi penerimaan, kami sedang mengupayakan proses klaim garansi.., rating akan diupdate lagi nanti...,
Ulasan ini bersifat sementara, akan diupdate setelah ada solusi...,
Terima kasih AS Komputer",1
"Thanks gan,brg kalo bagus,nanti order lagi&#34;",5
untuk harga segini bagus...sudah dicoba lancar,5
"Tidak berfungsi, barang jelek, tokonya jg tukang tipu, beli 3 kirim 1",1
Barang bagus sesuai dengan gambar,5
Barang pecah atau retak tdk mulus,2
Tidak sesuai dengan yang di kasi liat,2
Pertama ini toko besar tapi packing nya pelit sampe bungkus usb hubnya robek kedua saran buat yg mau beli untuk konek ke keyboard atau mouse mending jangan pakai yg murah karena output gk ngangkat jadi suka disconnect gitu,2
"Barang Ok.
No Kardus.
Respon Ok",5
TS nya ga fungsi ........,1
"Katanya penguin tikus tp ko malah tikungan mondar mandir dekat alat pengusir, ini sama aja dgn beli sesuatu yg tak ada Guyana2.",1
Sudah selamat sampai tujuan. Trimakasih,5
Kelamaan pengiriman barang,1
"barangnya bagus, cm brg yg dtg tdk sesuai permintaan. saya pesen 15 darkbrow. dtgnya 8dark brown + 7 abu.",2
mantap barang nya ... pertahan kn gan ...,4
"cukup baik untuk skala kayu, bahan besi nya mantap dan kokoh",5
"Sesusai gambar
Pengiriman cepat
Respon jg baik",5
"barang nyampe di packing rapih.
tpi kualitas sangat kurang, saat telpn kecil suaranya kecil, padahal volume udah maksimal, di pasang headset juga suka mati jika di sentuh. produk masih blm bisa di recommend",1
"barang oke,pengiriman cepat,tingkatin gan",5
Order 2pcs...yg satu mati total...ga bisa hidup...,1
Belum dicoba makasih bos,4
"Barang di retur gara2 pointer mouse ga jalan alias ga bisa d gunakan... Ongkir retur di bebankan ke pembeli smua smpai biaya kirim balik,,, pelapak nya ga mau rugi banget... Untung mouse nya yang retur berjalan dengan baik,,  dan bisa di gunakan n lancar..",1
Minta hitam dikasi putih...........,2
Hp rusakk pedagang diam,1
makasih barang sudah saya terima .......,1
"barang sudah diterima dgn baik, sudah ditest lancar.... makasih",5
Respond cepat.. barang juga cepat sampai.. ini udah pembelian yg kedua .. trima kasih,4
"Minta 45, malah kasih 43.",1
Salah satu Official store yg paling mengecewakan. Saya sudah membayar extra untuk JNE Yes dan diorder 4 hari sebelum liburan tapi saya harus menunggu 11 hari hingga sampai ke tangan saya. Barang yg dikirim pun tidak mulus dan seperti barang reject. Not recommended!,1
maaf terlambat konfirmasi...maksih yaaa.. barang sampai dngn slamat,5
bluetooth nya tak terdeteksi susah kali,1
"Batre belum d pakai sudah abis alias dropp belom di pake, padahal abis di carger. Belum sejam udah abis",2
Barang tdk sesuai dan terkesan menipu dan semoga tdk bisa lama di Tokopedia,1
"Matur suwon gan...pengiriman cpt,packing rapi..greaat!",5
"Barang sudah sampai di rumah dengan selamat. Dari matras dan tas matrasnya juga sama persis seperti di gambar yg diiklankan.
Overall puas belanja di lapak ini.
Terima kasih yaaa~",4
Terimakasih atas kebijaksanaan penjual,5
"thanks,gan..brg sdh diterima...",5
"parah nih gan udah 1 rusak,,Kotak yang diberikan tidak memuaskan , sudah rusak dan hancur lalu dipaksakan untuk menutup dengan solatip",1
Sesuai gambar Dan lem rapi,5
Penjual tidak melakukan pengechekan produk dengan baik. Sehingga barang yang sampai rusak . Semoga tidak terulang kwmbali.Semoga sukses,1
"Barang bagus, sesuai deskripsi, murah oke",5
brang sudah sampai packing rapih.. fast resfond.. Mantap..,4
Barang yang dikirim brng rusak...,1
Barang yg dikirim tdk sesuai keterangan .. proses refound 2minggu,1
Barang mantap semua berfungsi normal,5
brgnya gak ori bro..soalnya ane bandingin dg tetangga yg ori..tks sdh sampai brgnya..,1
Luarbiasa fastrespon recommand banget.  Barang juga sesuai deskipsi semoga awet sih..thx bosku,5
"barang sudah sampai gan,terimakasih",4
Barang sdh terima. Tks tokopedia,5
"Respon cepat, barang sesuai deskripsi",5
"Barang sudah sampai, terima kasih.",5
Jamnya baguus. Original. Dapet diskon plus gift selimut. Suka pokoknya puas,5
"Barangnya tidak ada/habis,tidak ada pemberitahuan sebelumnya.",2
"Bagus, berfungsi dgn baik sesuai deskripsi",5
terima kasih aja. proses lama,2
"kacanya retak,  kaya hp second",1
Respon seller cepet.. Recommended seller,5
"Bagus, fast charging, colokan tidak longgar",5
Terima kasih pesanan custom diterima dengan baik,5
Produk rusak sama sekali,1
sudah sampai barangnya walau lama,5
BARANG Kondisi Tidak bisa Menyala Buku manual Tidak ADA Terima kAsih untuk headshet Secondnya BarangSampah,1
Sudah sampai sesuai pesanan,5
di kira punchinf pad gde tp g papa makasi,2
Barqng sesuai pesanan...mantap dah...,5
"Kualitas sangat baik, cepat dikirim, sangat memuaskan.. tentunya sesuai",5
Good produk dan packing,5
"Produk sesuai deskripsi,  mantap lah",5
"Tidak sesuai pesanan,pesan size M dateng size XL",2
Pesanan tidak sesuai deskripsi. Pesan Ni-CD dikirim Ni-MH,1
"Tidak recommended, kaki tidak bisa masuk, sepatu seperti sablonan, kualitas not ok",1
Barang setelah dipakai 2hari mati (rusak),2
"tolong setiap pengiriman di cek keberadaannya...
thanks",2
"Agak kecewa sama barang yg diorder, ditanya warna merah katanya ready tapi yg dikirim warna hitam",2
barang nyampe nya cepet dan mulus maksih gan,4
"Hp ringkih gmpg rusak , antara hp Nokia atau replika",1
terima kasih barang pesanan udah diterima sesuia pesanan dan cepat,5
Barang sesuai dengan deskripsi pada lapak.,5
"Barang diterima namun tidak berfungsi, dicharge pun tidak bisa",1
Kabel murah... Kalau untuk TV aja sih bagus gan... yg lainnya kurang...,5
"Barang sudah diterima ,hanya saja kecewa dengan pengirimannya yg lama",2
"Telah diterima dgn baik, dan pengiriman cepat.
Trima kasih",5
"Maaf agak telat memberi ulasan. Uhm, terima kasih banyak ya, barangnya udah nyampe dengan selamat. Barangnya sangat bagus, sesuai dengan gambar/fotonya. Tidak ada yang cacat. Perfect. Thank you ^o^ !",5
"Penjual gk ada respon, barang eror",1
Barang sudah diterima dengan baik,4
Pengiriman cepat.. Mantap.....,5
"Bahan berbeda, lain kali lebih konsisten",2
"very good respons, recommend banget lah",5
"Murah barangnya, di pake langsung robek #adahargaadakualitas, plus penjualnya agak lama dikirimnya ke pihak jasapengirimannya ???",1
"Gan baterai nya kok ga kedeteksi ya di sony vaio saya, kalo dari seri sama tp ga kedetek gan.
mohon infonya tks",1
"Terima kasih sepatu&#39;y udh sampai.... bagus sesuai gambar, semoga ade aq suka.",5
Terlalu kecil.. Rantai terlalu pendek,1
Jossss pengiriman cepat packing rapi.. agak rusak di bagian dus nya hehe.. saya suka sekali.. sukses terus kak,5
"Sangat kecewa, saya udah tanya&amp;#34; readynya barang dari malam tgl 2, dan saya order subuh 04.55 tangl 3. bukannya dikirim pagi atau sore ditgl 3. malah di undur terus pengiriman dan selalu beralasan, saya BEBERAPA KALI MINTA CANCEL DAN SERIBU ALASAN JUGA.
saya kaya gini karena butuh cepan converter hdmi nya. dan 3 BARANG LAINNYA. terpaksa saya order ditoko kota saya. jd yg paket ini ngak kepake. percuma, karena presentasi saya senin td pagi.
saya order ditoko ini karena hitungan saya sabtu minggu sudah sampe jika dikirim tgl 3 sore. karena jnt minggu tetap buka.
DAN TAUnya DIKIRIM TGL 5 siang, dan baru sampe sekarang, buang buang uang. dan disruh cancel otomatis dan dicancel pun alasannya bayak.",1
"Barang bagus, pengiriman cepat. Terima kasih",5
"Barang rusak, tidak bisa dipakai error terusss",1
"Pesan no 01 dan 06, yang dikirim malah no 02, 03, 04.. padahal sudah ditulis kosong = cancel..",1
"Barang sesuai spek nyampe dgn aman, packing rapih",5
barang nya bagus cuman saya baru saja membeli minggu lalu tapi sekarang sudah rusak dan tidak terpakai,1
Barang yg dikirim di pesanan berikutnya beda dgn yg pertama tanpa tombol on off dan bermasalah tidak bisa di bersihkan coretannya.,1
Cukup kecewa karena headtset yang sebelah kiri mati tapi suaranya cukup bagua,2
Barang Sampai Cepat tapi Kok tidak bisa digunakan yaa,1
"bagus sekali berfungsi dengan baik,semoga awet",5
Warna beda sama yg dipesan,2
"Tetap blackscreen LCD nya gan,terimakasih atas pengalaman serta tambahan ilmunya gan,mau diretur tetap ga bisa posisi lcd sudah terpasang diframe nya,tested blackscreen,tp saya biarkan sampai lampu layar padam(posisi standby.trus kami tekan tombol power bisa masuk home/menu terlihat jelas/normal,setelah kami pasang di frame dgn sangat hati2 jd blackscreen sampai seterusnya,diretur jelas ga bisa,segel sudah rusak",1
Barang ok....sudah terpasang...berfungsi normal...smoga awet...................,5
terima kasih paket sudah saya terima,4
Baru dipakai 2 hari udah gk bisa nyala lcdnya,1
"responsi dan proses cepat.
barang ok",5
"Produk udah diterima dg baik, dan sesuai deskripsi, thank..",5
"Bagus barangnya, semoga kedepannya makin lancar",5
"Kecewa, barang blm sampai...............",1
"Barang sudah saya terima, memuaskan ??^??",5
Respon cepat... Pengiriman cepat,4
"Headset nya mati belum juga di pakai.
Respon nya lama. Yang di pesen warna hitam tapi yang datang warna putih.",1
Barang bagus sesuai pesanan dan diterima walau alamat kurang lengkap terimakasih,5
Tidak bisa dipakai gan.sebelumnya baterai habis.setelah di charge TDK bisa konek bluetooth nya.dan akhirnya TDK bisa dipakai...,2
"Tidak ada kartu garansi, katanya dari brand resmi. Ini original apa kw?
Jam nya sangat kecil, jauh dari perkiraan. Ini mah jam nya anak2.",2
Pesan yg 30M barang datang diukur hanya 20M,1
ternyata hanya sablon aj dilogo,2
Mouse nya gak ikut kursor,2
"steples tembak bagus,recomended",5
"terimakasih banyak kak, sepatu sudah sampai alias 1 hari sampai. sangat puas sesuai pict, tapi, ada sedikit berbeda di bagian strip nikenya, but overall bagus. toko fav pokoknya thankyouu",5
"produk ori, dipasang langsung ok.",5
"Pelayanan ramah,pengiriman cepat, Mantap, barang original, sukses selalu gan",5
barang usdah sampai dan sesuai pesanan. terimakasih,5
Barang sdh trima dgn baek.peking rapi. Barangnya sesuai dgn yg ada di gmbr.pokoknya recommendlah siip tQ tokopedia,5
